count,Menu-Category,Translation
57158,Hosomaki,hosomaki
57159,Special Rolls,special rolls
57160,Special Rolls,special rolls
57161,Premium Rolls,premium rolls
57162,Premium Rolls,premium rolls
57163,Envuelto en Tempura,wrapped in tempura
57164,Envuelto en Tempura,wrapped in tempura
57165,Los Más Pedidos,Most Orders
57166,Los Más Pedidos,Most Orders
57167,Postres,desserts
57168,Postres,desserts
57169,Bebidas,beverages
57170,Bebidas,beverages
57171,Envuelto en Palta,Wrapped in Palta
57172,Envuelto en Palta,Wrapped in Palta
57173,Extras,extras
57174,Extras,extras
57175,Appetizer Fríos,cold appetizer
57176,Appetizer Fríos,cold appetizer
57177,Appetizer Calientes,hot appetizer
57178,Appetizer Calientes,hot appetizer
57179,Envuelto en Palta,Wrapped in Palta
57180,Envuelto en Palta,Wrapped in Palta
57181,Premium Rolls,premium rolls
57182,Premium Rolls,premium rolls
57183,Appetizer Fríos,cold appetizer
57184,Appetizer Fríos,cold appetizer
57185,Premium Rolls,premium rolls
57186,Premium Rolls,premium rolls
57187,Envuelto en Salmón,wrapped in salmon
57188,Envuelto en Salmón,wrapped in salmon
57189,Envuelto en Salmón,wrapped in salmon
57190,Envuelto en Salmón,wrapped in salmon
57191,Bebidas,beverages
57192,Bebidas,beverages
57193,Platos Calientes,hot dishes
57194,Platos Calientes,hot dishes
57195,Appetizer Fríos,cold appetizer
57196,Appetizer Fríos,cold appetizer
57197,Envuelto en Tempura,wrapped in tempura
57198,Envuelto en Tempura,wrapped in tempura
57199,Appetizer Calientes,hot appetizer
57200,Appetizer Calientes,hot appetizer
57201,Los Más Pedidos,Most Orders
57202,Los Más Pedidos,Most Orders
57203,Hosomaki,hosomaki
57204,Hosomaki,hosomaki
57205,Hosomaki,hosomaki
57206,Hosomaki,hosomaki
57207,Hosomaki,hosomaki
57208,Hosomaki,hosomaki
57209,Hosomaki,hosomaki
57210,Hosomaki,hosomaki
57211,Hosomaki,hosomaki
57212,Hosomaki,hosomaki
57213,Hosomaki,hosomaki
57214,Hosomaki,hosomaki
57215,Hosomaki,hosomaki
57216,Hosomaki,hosomaki
57217,Hosomaki,hosomaki
57218,Hosomaki,hosomaki
57219,Light Rolls,light rolls
57220,Light Rolls,light rolls
57221,Envuelto en Tempura,wrapped in tempura
57222,Envuelto en Tempura,wrapped in tempura
57223,Los Más Pedidos,Most Orders
57224,Los Más Pedidos,Most Orders
57225,Ensaladas,Salads
57226,Ensaladas,Salads
57227,Ensaladas,Salads
57228,Platos Calientes,hot dishes
57229,Platos Calientes,hot dishes
57230,Special Rolls,special rolls
57231,Special Rolls,special rolls
57232,Extras,extras
57233,Extras,extras
57234,Envuelto en Tempura,wrapped in tempura
57235,Envuelto en Tempura,wrapped in tempura
57236,Bebidas,beverages
57237,Bebidas,beverages
57238,Special Rolls,special rolls
57239,Special Rolls,special rolls
57240,Bebidas,beverages
57241,Bebidas,beverages
57242,Appetizer Calientes,hot appetizer
57243,Appetizer Calientes,hot appetizer
57244,Envuelto en Tempura,wrapped in tempura
57245,Envuelto en Tempura,wrapped in tempura
57246,Appetizer Calientes,hot appetizer
57247,Appetizer Calientes,hot appetizer
57248,Special Rolls,special rolls
57249,Special Rolls,special rolls
57250,Bebidas,beverages
57251,Bebidas,beverages
57252,Platos Calientes,hot dishes
57253,Platos Calientes,hot dishes
57254,Light Rolls,light rolls
57255,Light Rolls,light rolls
57256,Light Rolls,light rolls
57257,Light Rolls,light rolls
57258,Special Rolls,special rolls
57259,Special Rolls,special rolls
57260,Hosomaki,hosomaki
57261,Hosomaki,hosomaki
57262,Envuelto en Palta,Wrapped in Palta
57263,Envuelto en Palta,Wrapped in Palta
57264,Los Más Pedidos,Most Orders
57265,Los Más Pedidos,Most Orders
57266,Combinaciones,combinations
57267,Combinaciones 15% OFF,combinations 15% off
57268,Combinaciones,combinations
57269,Combinaciones 15% OFF,combinations 15% off
57270,Menú Infantil,children's menu
57271,Menú Infantil,children's menu
57272,Bebidas,beverages
57273,Bebidas,beverages
57274,Special Rolls,special rolls
57275,Special Rolls,special rolls
57276,Premium Rolls,premium rolls
57277,Premium Rolls,premium rolls
57278,Envuelto en Salmón,wrapped in salmon
57279,Envuelto en Salmón,wrapped in salmon
57280,Special Rolls,special rolls
57281,Special Rolls,special rolls
57282,Appetizer Fríos,cold appetizer
57283,Appetizer Fríos,cold appetizer
57284,Envuelto en Palta,Wrapped in Palta
57285,Envuelto en Palta,Wrapped in Palta
57286,Nigiri,nigiri
57287,Nigiri,nigiri
57288,Nigiri,nigiri
57289,Nigiri,nigiri
57290,Nigiri,nigiri
57291,Nigiri,nigiri
57292,Nigiri,nigiri
57293,Nigiri,nigiri
57294,Nigiri,nigiri
57295,Nigiri,nigiri
57296,Nigiri,nigiri
57297,Nigiri,nigiri
57298,Nigiri,nigiri
57299,Nigiri,nigiri
57300,Nigiri,nigiri
57301,Nigiri,nigiri
57302,Envuelto en Tempura,wrapped in tempura
57303,Envuelto en Tempura,wrapped in tempura
57304,Envuelto en Salmón,wrapped in salmon
57305,Envuelto en Salmón,wrapped in salmon
57306,Platos Calientes,hot dishes
57307,Platos Calientes,hot dishes
57308,Platos Calientes,hot dishes
57309,Platos Calientes,hot dishes
57310,Appetizer Calientes,hot appetizer
57311,Appetizer Calientes,hot appetizer
57312,Special Rolls,special rolls
57313,Special Rolls,special rolls
57314,Envuelto en Palta,Wrapped in Palta
57315,Envuelto en Palta,Wrapped in Palta
57316,Light Rolls,light rolls
57317,Light Rolls,light rolls
57318,Envuelto en Tempura,wrapped in tempura
57319,Envuelto en Tempura,wrapped in tempura
57320,Appetizer Fríos,cold appetizer
57321,Appetizer Fríos,cold appetizer
57322,Envuelto en Salmón,wrapped in salmon
57323,Envuelto en Salmón,wrapped in salmon
57324,Platos Calientes,hot dishes
57325,Platos Calientes,hot dishes
57326,Extras,extras
57327,Extras,extras
57328,Extras,extras
57329,Extras,extras
57330,Extras,extras
57331,Extras,extras
57332,Extras,extras
57333,Extras,extras
57334,Extras,extras
57335,Extras,extras
57336,Extras,extras
57337,Extras,extras
57338,Extras,extras
57339,Extras,extras
57340,Extras,extras
57341,Extras,extras
57342,Extras,extras
57343,Extras,extras
57344,Extras,extras
57345,Extras,extras
57346,Extras,extras
57347,Extras,extras
57348,Extras,extras
57349,Extras,extras
57350,Extras,extras
57351,Extras,extras
57352,Extras,extras
57353,Extras,extras
57354,Appetizer Fríos,cold appetizer
57355,Appetizer Fríos,cold appetizer
57356,Sashimi,sashimi
57357,Sashimi,sashimi
57358,Sashimi,sashimi
57359,Ensaladas,Salads
57360,Ensaladas,Salads
57361,Ensaladas,Salads
57362,Envuelto en Salmón,wrapped in salmon
57363,Envuelto en Salmón,wrapped in salmon
57364,Envuelto en Tempura,wrapped in tempura
57365,Envuelto en Tempura,wrapped in tempura
57366,Postres,desserts
57367,Postres,desserts
57368,Envuelto en Salmón,wrapped in salmon
57369,Envuelto en Salmón,wrapped in salmon
57370,Premium Rolls,premium rolls
57371,Premium Rolls,premium rolls
57372,Temaki,temaki
57373,Temaki,temaki
57374,Temaki,temaki
57375,Temaki,temaki
57376,Temaki,temaki
57377,Temaki,temaki
57378,Temaki,temaki
57379,Temaki,temaki
57380,Temaki,temaki
57381,Temaki,temaki
57382,Temaki,temaki
57383,Temaki,temaki
57384,Appetizer Fríos,cold appetizer
57385,Appetizer Fríos,cold appetizer
57386,Hosomaki,hosomaki
57387,Hosomaki,hosomaki
57388,Appetizer Fríos,cold appetizer
57389,Appetizer Fríos,cold appetizer
57390,Envuelto en Palta,Wrapped in Palta
57391,Envuelto en Palta,Wrapped in Palta
57392,Los Más Pedidos,Most Orders
57393,Los Más Pedidos,Most Orders
57394,Platos Calientes,hot dishes
57395,Platos Calientes,hot dishes
57396,Premium Rolls,premium rolls
57397,Premium Rolls,premium rolls
57398,Envuelto en Tempura,wrapped in tempura
57399,Envuelto en Tempura,wrapped in tempura
57400,Platos Calientes,hot dishes
57401,Platos Calientes,hot dishes
57402,Envuelto en Tempura,wrapped in tempura
57403,Envuelto en Tempura,wrapped in tempura
57404,Platos Calientes,hot dishes
57405,Platos Calientes,hot dishes
57406,Postres,desserts
57407,Postres,desserts
57408,Postres,desserts
57409,Postres,desserts
57410,Special Rolls,special rolls
57411,Special Rolls,special rolls
57412,Envuelto en Palta,Wrapped in Palta
57413,Envuelto en Palta,Wrapped in Palta
57414,Envuelto en Palta,Wrapped in Palta
57415,Envuelto en Palta,Wrapped in Palta
57416,Appetizer Calientes,hot appetizer
57417,Appetizer Calientes,hot appetizer
57418,Bebidas,beverages
57419,Bebidas,beverages
57420,Envuelto en Salmón,wrapped in salmon
57421,Envuelto en Salmón,wrapped in salmon
57422,Extras,extras
57423,Extras,extras
57424,Platos Calientes,hot dishes
57425,Platos Calientes,hot dishes
57426,Platos Calientes,hot dishes
57427,Platos Calientes,hot dishes
57428,Platos Calientes,hot dishes
57429,Platos Calientes,hot dishes
57430,Platos Calientes,hot dishes
57431,Platos Calientes,hot dishes
57432,Envuelto en Tempura,wrapped in tempura
57433,Envuelto en Tempura,wrapped in tempura
57434,Light Rolls,light rolls
57435,Light Rolls,light rolls
57436,Combinaciones,combinations
57437,Combinaciones 15% OFF,combinations 15% off
57438,Combinaciones,combinations
57439,Combinaciones 15% OFF,combinations 15% off
57440,Los Más Pedidos,Most Orders
57441,Los Más Pedidos,Most Orders
57442,Combinaciones,combinations
57443,Combinaciones 15% OFF,combinations 15% off
57444,Combinaciones,combinations
57445,Combinaciones 15% OFF,combinations 15% off
57446,Combinaciones,combinations
57447,Combinaciones 15% OFF,combinations 15% off
57448,Combinaciones,combinations
57449,Combinaciones 15% OFF,combinations 15% off
57450,Envuelto en Palta,Wrapped in Palta
57451,Envuelto en Palta,Wrapped in Palta
57452,Envuelto en Palta,Wrapped in Palta
57453,Envuelto en Palta,Wrapped in Palta
57454,Envuelto en Salmón,wrapped in salmon
57455,Envuelto en Salmón,wrapped in salmon
57456,Envuelto en Tempura,wrapped in tempura
57457,Envuelto en Tempura,wrapped in tempura
57458,Bebidas,beverages
57459,Bebidas,beverages
57460,Hosomaki,hosomaki
57461,Hosomaki,hosomaki
57462,Envuelto en Palta,Wrapped in Palta
57463,Envuelto en Palta,Wrapped in Palta
57464,Los Más Pedidos,Most Orders
57465,Los Más Pedidos,Most Orders
57466,Envuelto en Palta,Wrapped in Palta
57467,Envuelto en Palta,Wrapped in Palta
57468,Bebidas,beverages
57469,Bebidas,beverages
57470,California Rolls,California Rolls
57471,California Rolls,California Rolls
57472,California Rolls,California Rolls
57473,California Rolls,California Rolls
57474,California Rolls,California Rolls
57475,California Rolls,California Rolls
57476,California Rolls,California Rolls
57477,California Rolls,California Rolls
57478,California Rolls,California Rolls
57479,California Rolls,California Rolls
57480,California Rolls,California Rolls
57481,California Rolls,California Rolls
57482,California Rolls,California Rolls
57483,California Rolls,California Rolls
57484,California Rolls,California Rolls
57485,California Rolls,California Rolls
57486,California Rolls,California Rolls
57487,California Rolls,California Rolls
57488,California Rolls,California Rolls
57489,California Rolls,California Rolls
57490,California Rolls,California Rolls
57491,California Rolls,California Rolls
57492,California Rolls,California Rolls
57493,California Rolls,California Rolls
57494,California Rolls,California Rolls
57495,California Rolls,California Rolls
57496,Envuelto en Tempura,wrapped in tempura
57497,Envuelto en Tempura,wrapped in tempura
57498,Appetizer Fríos,cold appetizer
57499,Appetizer Fríos,cold appetizer
57500,Bebidas,beverages
57501,Bebidas,beverages
57502,Premium Rolls,premium rolls
57503,Premium Rolls,premium rolls
57504,Platos Calientes,hot dishes
57505,Platos Calientes,hot dishes
57506,Postres,desserts
57507,Postres,desserts
57508,Postres,desserts
57509,Postres,desserts
57510,Premium Rolls,premium rolls
57511,Premium Rolls,premium rolls
57512,Special Rolls,special rolls
57513,Special Rolls,special rolls
57514,Ensaladas,Salads
57515,Ensaladas,Salads
57516,Hosomaki,hosomaki
57517,Hosomaki,hosomaki
57518,Envuelto en Palta,Wrapped in Palta
57519,Envuelto en Palta,Wrapped in Palta
57520,Platos Calientes,hot dishes
57521,Platos Calientes,hot dishes
57522,Hosomaki,hosomaki
57523,Hosomaki,hosomaki
57524,Special Rolls,special rolls
57525,Special Rolls,special rolls
57526,Premium Rolls,premium rolls
57527,Premium Rolls,premium rolls
57528,Envuelto en Tempura,wrapped in tempura
57529,Envuelto en Tempura,wrapped in tempura
57530,Envuelto en Palta,Wrapped in Palta
57531,Envuelto en Palta,Wrapped in Palta
57532,Appetizer Fríos,cold appetizer
57533,Appetizer Fríos,cold appetizer
57534,Appetizer Calientes,hot appetizer
57535,Appetizer Calientes,hot appetizer
57536,Hosomaki,hosomaki
57537,Hosomaki,hosomaki
57538,Envuelto en Palta,Wrapped in Palta
57539,Envuelto en Palta,Wrapped in Palta
57540,Premium Rolls,premium rolls
57541,Premium Rolls,premium rolls
57542,Appetizer Fríos,cold appetizer
57543,Appetizer Fríos,cold appetizer
57544,Premium Rolls,premium rolls
57545,Premium Rolls,premium rolls
57546,Envuelto en Salmón,wrapped in salmon
57547,Envuelto en Salmón,wrapped in salmon
57548,Envuelto en Salmón,wrapped in salmon
57549,Envuelto en Salmón,wrapped in salmon
57550,Platos Calientes,hot dishes
57551,Platos Calientes,hot dishes
57552,Appetizer Fríos,cold appetizer
57553,Appetizer Fríos,cold appetizer
57554,Envuelto en Tempura,wrapped in tempura
57555,Envuelto en Tempura,wrapped in tempura
57556,Appetizer Calientes,hot appetizer
57557,Appetizer Calientes,hot appetizer
57558,Los Más Pedidos,Most Orders
57559,Los Más Pedidos,Most Orders
57560,Envuelto en Tempura,wrapped in tempura
57561,Envuelto en Tempura,wrapped in tempura
57562,Ensaladas,Salads
57563,Ensaladas,Salads
57564,Platos Calientes,hot dishes
57565,Platos Calientes,hot dishes
57566,Special Rolls,special rolls
57567,Special Rolls,special rolls
57568,Extras,extras
57569,Extras,extras
57570,Bebidas,beverages
57571,Bebidas,beverages
57572,Hosomaki,hosomaki
57573,Hosomaki,hosomaki
57574,Hosomaki,hosomaki
57575,Hosomaki,hosomaki
57576,Special Rolls,special rolls
57577,Special Rolls,special rolls
57578,Appetizer Calientes,hot appetizer
57579,Appetizer Calientes,hot appetizer
57580,Appetizer Calientes,hot appetizer
57581,Appetizer Calientes,hot appetizer
57582,Platos Calientes,hot dishes
57583,Platos Calientes,hot dishes
57584,Envuelto en Palta,Wrapped in Palta
57585,Envuelto en Palta,Wrapped in Palta
57586,Premium Rolls,premium rolls
57587,Premium Rolls,premium rolls
57588,Special Rolls,special rolls
57589,Special Rolls,special rolls
57590,Hosomaki,hosomaki
57591,Hosomaki,hosomaki
57592,Envuelto en Palta,Wrapped in Palta
57593,Envuelto en Palta,Wrapped in Palta
57594,Menú Infantil,children's menu
57595,Menú Infantil,children's menu
57596,Envuelto en Salmón,wrapped in salmon
57597,Envuelto en Salmón,wrapped in salmon
57598,Special Rolls,special rolls
57599,Special Rolls,special rolls
57600,Appetizer Fríos,cold appetizer
57601,Appetizer Fríos,cold appetizer
57602,Envuelto en Palta,Wrapped in Palta
57603,Envuelto en Palta,Wrapped in Palta
57604,Los Más Pedidos,Most Orders
57605,Los Más Pedidos,Most Orders
57606,Nigiri,nigiri
57607,Nigiri,nigiri
57608,Nigiri,nigiri
57609,Nigiri,nigiri
57610,Nigiri,nigiri
57611,Nigiri,nigiri
57612,Nigiri,nigiri
57613,Nigiri,nigiri
57614,Nigiri,nigiri
57615,Nigiri,nigiri
57616,Nigiri,nigiri
57617,Nigiri,nigiri
57618,Nigiri,nigiri
57619,Nigiri,nigiri
57620,Nigiri,nigiri
57621,Nigiri,nigiri
57622,Hosomaki,hosomaki
57623,Hosomaki,hosomaki
57624,Envuelto en Salmón,wrapped in salmon
57625,Envuelto en Salmón,wrapped in salmon
57626,Platos Calientes,hot dishes
57627,Platos Calientes,hot dishes
57628,Appetizer Calientes,hot appetizer
57629,Appetizer Calientes,hot appetizer
57630,Bebidas,beverages
57631,Bebidas,beverages
57632,Special Rolls,special rolls
57633,Special Rolls,special rolls
57634,Envuelto en Palta,Wrapped in Palta
57635,Envuelto en Palta,Wrapped in Palta
57636,Envuelto en Tempura,wrapped in tempura
57637,Envuelto en Tempura,wrapped in tempura
57638,Appetizer Fríos,cold appetizer
57639,Appetizer Fríos,cold appetizer
57640,Hosomaki,hosomaki
57641,Hosomaki,hosomaki
57642,Envuelto en Salmón,wrapped in salmon
57643,Envuelto en Salmón,wrapped in salmon
57644,Ensaladas,Salads
57645,Ensaladas,Salads
57646,Platos Calientes,hot dishes
57647,Platos Calientes,hot dishes
57648,Extras,extras
57649,Extras,extras
57650,Extras,extras
57651,Extras,extras
57652,Extras,extras
57653,Extras,extras
57654,Extras,extras
57655,Extras,extras
57656,Extras,extras
57657,Extras,extras
57658,Extras,extras
57659,Extras,extras
57660,Extras,extras
57661,Extras,extras
57662,Extras,extras
57663,Extras,extras
57664,Extras,extras
57665,Extras,extras
