Count,Original_menu,Oriignal_prod,Menu_Cat_Tran,Prod_Tran,Variant,Masterdish,flag,Cuisine,cuisine_flag,Subcuisine,subcuisine_flag,Subcategory,subcategory_flag,Ingredient
2204,Viandes,Brochettes de poulet marinées à la marocaine,meat,chicken skewers marinated in Moroccan, moroccan,skewers chicken,1,morocco,0,chicken dish,0,,,meat,chicken,cayenne
2205,Boissons,Coca,beverages,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2206,Boissons,Coca,beverages,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2207,Couscous,Couscous aux légumes et sa T'Faya,couscous,vegetable couscous and t'faya,,vegetables,1,morocco,0,main course,0,main course,1,vegetable,eggplant,black pepper
2208,Desserts,"Douceur de J'Ben à la fraise, miel et croquant",desserts,gentle j'ben the honey strawberries and crunchy,,gentle ben,0,dessert,0,dessert,0,dessert,0,,,
2209,Boissons,Eau minérale,beverages,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2210,Boissons,Eau minérale,beverages,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2211,Boissons,Fanta,beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2212,Boissons,Fanta,beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2213,Ramadan Tajine,Formule Dîner ,Ramadan Tajine,Formula Dinner,,formula dinner,0,morocco,0,main course,0,main course,1,broth,,
2214,Ramadan Tajine,Formule Douceur,Ramadan Tajine,gentle formula,,gentle formula,0,morocco,0,main course,0,main course,1,vodka,,
2215,Ramadan Tajine,Formule F'tour,Ramadan Tajine,f'tour formula,,f'tour formula,0,morocco,0,main course,0,main course,1,broth,,
2216,Soupes,H'Rira Fassia,soups,H'Rira Fassia,,h'rira fassia,0,vietnamese,0,soup,0,,,,,
2217,Viandes,Jarret de veau à la façon tanjia,meat,veal shank to how tanjia,,veal shank,0,american,0,steak dish,0,,,meat,veal,chicken broth
2218,Viandes,Merguez de poulet à la marocaine,meat,Chicken Moroccan merguez,,chicken,1,morocco,0,main course,0,main course,1,meat,chicken,bacon grease
2219,Desserts,Mousse au chocolat,desserts,chocolate mousse,,chocolate mousse,0,dessert,0,dessert,0,dessert,0,,,
2220,Desserts,Mousse cappuccino,desserts,cappuccino foam,,cappuccino foam,0,non-alcoholic beverages,0,cappuccino,0,hot beverages,1,,,
2221,Desserts,"Nougat glacé au pralin, orange et amandes",desserts,iced nougat praline almonds and orange,,almond and orange,0,dessert,0,dessert,0,dessert,0,,,
2222,Pastillas,Pastilla au poisson michermel et crevettes,pills,pastilla with fish and shrimp michermel,,shrimp,1,morocco,0,starter,0,,,shrimp,fish,cloves
2223,Pastillas,Pastilla au poulet et aux amandes,pills,pastilla with chicken and almonds,,chicken almond,1,morocco,0,starter,0,,,chicken,swiss cheese,almonds
2224,Salades marocaines,Salade marocaine,Moroccan salads,Moroccan salad,,salad,1,morocco,0,salad,1,salad,1,black pepper,salad greens,
2225,Tajines,Tajine de kefta à la tomate,tagines,Tajine kofta with tomato, tomato,tajine kofta,0,indian,0,north indian dish,0,,,tomato,bay leaf,mustard seed
2226,Tajines,Tajine de petits pois et cœur d'artichauts,tagines,tajine peas and artichoke heart,,peas and artichokes,0,morocco,0,main course,0,main course,1,artichoke,peas,green onion
2227,Tajines,Tajine de poulet aux olives et citron confit,tagines,Chicken tagine with olives and preserved lemon, olives and preserved lemon,chicken tagine,0,Chinese,0,chicken dish,0,,,chicken,lemon,cayenne
2228,Tajines,Tajine de sardines,tagines,Tajine sardines,,tajine sardines,0,morocco,0,main course,0,main course,1,sardine,bay leaf,mustard seed
2229,Tajines,Tajine de veau aux pruneaux et aux amandes,tagines,veal tagine with prunes and almonds, prunes and almonds,veal tagine,0,american,0,steak dish,0,,,veal,beef bouillon granules,carrot
2230,Tajines,Tajine kefta au riz et sa sauce au safran,tagines,kofta tagine with rice and saffron sauce, rice and saffron sauce,kefta tagine,0,Chinese,0,other Chinese dish,1,main course,1,rice,meatballs,lamb
2231,Soupes,Velouté beldi de légumes au poulet,soups,Velvety beldi vegetables Chicken,,chicken vegetables,1,vietnamese,0,soup,0,,,chicken,vegetable,chicken broth
2232,Entrées chaudes,Buffet Tala,hot appetizers,tala buffet,,tala buffet,0,Western,0,other Western dish,1,starter,1,black pepper,,
2233,Entrées chaudes,C'BON,hot appetizers,c'bon,,c'bon,0,Western,0,other Western dish,1,starter,1,,,
2234,Boissons,Coca zéro,beverages,Coke Zero,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2235,Boissons,Coca-cola,beverages,coca cola,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2236,Viandes blanches,Émince de volaille,white meat,Minced chicken,,minced chicken,0,Western,0,chicken dish,0,,,meat,chicken,cornstarch
2237,Viandes rouges,Entrecôte grillée,red meat,grilled steak,,steak grilled,0,american,0,steak dish,0,,,meat,steak,italian dressing
2238,Boissons,Fanta,beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2239,Entrées chaudes,Farandole de boureks et samoussas,hot appetizers,medley of boureks and samosas,,bourek,1,indian,0,north indian dish,0,fast food,1,black pepper,cinnamon,ground lamb
2240,Viandes rouges,Filet de bœuf ,red meat,tenderloin,,beef dishes,0,Western,0,beef dish,1,,,meat,beef,tenderloin
2241,Entrées froides,Flip Flap,cold starters,Flip Flap,,flip flap,0,Western,0,other Western dish,1,starter,1,bay leaf,beef broth,red wine
2242,Desserts,Fondant au chocolat,desserts,chocolate fondant,,chocolate fondant,0,dessert,0,dessert,0,dessert,0,,,
2243,Boissons,Hamoud Boualem,beverages,Hamoud Boualem,,hamoud,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2244,Boissons,ifruit,beverages,ifruit,,fruit,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2245,Boissons,Ngaous,beverages,ngaous,,ngaous,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2246,Plats de pâtes,Penne à la volaille,pasta dishes,penne with chicken,,penne chicken,0,italian,0,pasta,0,main course,1,chicken,pasta,penne
2247,Plats de pâtes,Penne au saumon,pasta dishes,penne with salmon,,penne salmon,0,italian,0,pasta,0,main course,1,salmon,pasta,penne
2248,Entrées froides,Salade César,cold starters,Caesar salad,,salad caesar,0,western,1,salad,1,salad,1,black pepper,dijon mustard,romaine lettuce
2249,Entrées froides,Salade niçoise,cold starters,Nicoise Salad,,salad nicoise,0,Western,0,salad,1,salad,1,olives,cilantro,coriander
2250,Plats de pâtes,Spaghettis bolognaise,pasta dishes,Spaghetti Bolognese,,spaghetti bolognese,0,italian,1,pasta,1,main course,1,pasta,mushroom,basil
2251,Viandes blanches,Suprême de volaille,white meat,chicken breast,,chicken breast,0,Western,0,chicken dish,0,,,meat,chicken,prosciutto
2252,Desserts,Tarte Talin,desserts,Tarte Talin,,tarte talin,0,dessert,0,dessert,0,dessert,0,,,
2253,Desserts,Tiramisu maison,desserts,homemade tiramisu,,tiramisu,0,dessert,0,tiramisu,0,dessert,0,,,
2254,Entrées chaudes,Bisque de crevettes,hot appetizers,shrimp bisque,,shrimp bisque,0,italian,0,seafood dish,0,starter,1,shrimp,tomato soup,cream cheese
2255,Entrées chaudes,Bourek algérois,hot appetizers,bourek Algiers,,bourek,1,italian,0,other italian dish,1,starter,1,black pepper,cinnamon,ground lamb
2256,Entrées chaudes,Bourek tunisien,hot appetizers,Tunisian Bourek,,bourek,1,italian,0,other italian dish,1,starter,1,black pepper,cinnamon,ground lamb
2257,Nos plats traditionnels,Chakhchoukha Beskria,our traditional dishes,Chakhchoukha Beskria,,chekhchoukha,1,italian,0,other italian dish,1,,,,,
2258,Nos plats traditionnels,Chakhchoukha constantinoise ,our traditional dishes,Chakhchoukha Constantine,,chekhchoukha,1,italian,0,other italian dish,1,,,,,
2259,Entrées chaudes,Chorba Frik,hot appetizers,chorba frik,,chorba frick,0,italian,0,soup,1,starter,1,summer savory,baby carrot,lentils
2260,Boissons,Coca-Cola,beverages,coca cola,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
2261,Les plats,Cordon bleu sauce au fromage,The dishes,cordon bleu cheese sauce,,cheese sauce,1,italian,0,burger,1,fast food,1,cheese,lettuce,colby cheese
2262,Nos plats traditionnels,Couscous au poulet,our traditional dishes,Chicken couscous,,couscous chicken,0,morocco,0,main course,0,main course,1,chicken,celery,couscous
2263,Nos plats traditionnels,Couscous maison,our traditional dishes,couscous house,,couscous,1,italian,0,other italian dish,1,,,carrot,couscous,parsley
2264,Nos plats traditionnels,Couscous royal,our traditional dishes,Royal Couscous,,couscous royale,0,morocco,0,main course,0,main course,1,yellow squash,carrot,cilantro
2265,Desserts,Crème caramel,desserts,crÃ¨me caramel,,crème caramel,0,dessert,0,dessert,0,dessert,0,,,
2266,Desserts,Délice de Touareg,desserts,Delight Touareg,,delight touareg,0,dessert,0,dessert,0,dessert,0,,,
2267,Les plats,Escalope de dinde à la florentine,The dishes,turkey escalope Florentine,,turkey,1,italian,0,other italian dish,1,,,chicken broth,black pepper,turkey
2268,Les plats,Filet mignon sauce au poivre,The dishes,filet mignon with pepper sauce, pepper sauce,filet mignon,0,italian,0,other italian dish,1,,,cracked black pepper,oregano,rosemary
2269,Desserts,Fondant au chocolat,desserts,chocolate fondant,,chocolate fondant,0,dessert,0,dessert,0,dessert,0,,,
2270,Desserts,Fruit caramelisé,desserts,caramelized fruit,,caramelized fruit,0,dessert,0,dessert,0,dessert,0,,,
2271,Desserts,Fruits du marché,desserts,fruit market,,fruit market,0,dessert,0,dessert,0,dessert,0,,,
2272,Les plats,Gigot d'agneau à la vapeur,The dishes,Leg of Lamb with steam, steam,leg lamb,0,italian,0,other italian dish,1,,,lamb,,
2273,Entrées chaudes,Gratin de fruits de mer,hot appetizers,Seafood Gratin,,seafood gratin,0,italian,0,seafood dish,0,starter,1,seafood,black pepper,carrot
2274,Entrées chaudes,Gratin de poulet,hot appetizers,cream of chicken,,cream chicken,0,italian,0,chicken dish,0,starter,1,chicken,cream,cream of chicken soup
2275,Entrées froides,Mille feuille de crevettes,cold starters,Mille shrimp sheet,,shrimp,1,italian,0,seafood dish,0,starter,1,shrimp,cloves,white wine
2276,Desserts,Mousse au chocolat,desserts,chocolate mousse,,chocolate mousse,0,dessert,0,dessert,0,dessert,0,,,
2277,Entrées chaudes,Omelette de crevettes,hot appetizers,shrimp omelette,,omelette shrimp,0,american,1,american dish,1,fast food,1,shrimp,cracked black pepper,goat cheese
2278,Entrées chaudes,Omelette mixte,hot appetizers,Mixed omelette,,mixed omelette,0,american,1,american dish,1,fast food,1,black pepper,,
2279,Les plats,Papillote de poisson,The dishes,Papillote Fish,,papillote fish,0,italian,0,other italian dish,1,,,fish,capers,fish fillets
2280,Les pâtes,Pâtes à la crème,pasta,pasta with cream,,cream pasta,0,italian,0,pasta,0,main course,1,cream,pasta,black pepper
2281,Les pâtes,Pâtes sauce carbonara,pasta,Pasta carbonara sauce,,pasta sauce carbonara,0,italian,0,pasta,0,main course,1,pasta,black pepper,egg yolks
2282,Les pâtes,Pâtes sauce tomate,pasta,tomato sauce pasta,,tomato sauce pasta,0,italian,0,pasta,0,main course,1,tomato,pasta,cube chicken bouillon
2283,Les plats,Pavé de poisson,The dishes,paved with fish,,paved fish,0,italian,0,other italian dish,1,,,fish,basil,lemon juice
2284,Les plats,Pi catta de boeuf,The dishes,ft catta beef,,ft catta beef,0,italian,0,beef dish,0,,,beef,anchovy fillets,dijon mustard
2285,Entrées froides,Salade César,cold starters,Caesar salad,,salad caesar,0,western,1,salad,1,salad,1,black pepper,dijon mustard,romaine lettuce
2286,Entrées froides,Salade de tomates fraîches à l'italienne,cold starters,Salad of fresh tomatoes Italian,,italian salad,1,italian,0,salad,1,salad,1,italian dressing,,
2287,Entrées froides,Salade Hawai,cold starters,hawai salad,,hawaii salad,0,italian,0,salad,1,salad,1,banana,coconut milk,
2288,Entrées froides,Salade niçoise,cold starters,Nicoise Salad,,salad nicoise,0,italian,0,salad,1,salad,1,olives,cilantro,coriander
2289,Entrées froides,Salade pasta au thon,cold starters,Pasta salad with tuna, tuna,pasta salad,0,italian,0,salad,1,salad,1,tuna,pasta,asparagus
2290,Entrées chaudes,Soupe d'épinard,hot appetizers,Spinach Soup,,spinach soup,0,vietnamese,0,soup,0,soup,1,spinach,sour cream,black pepper
2291,Entrées froides,Tartare de thon,cold starters,tuna tartare,,tartar tuna,0,italian,0,other italian dish,1,starter,1,tuna,sweet pickle relish,mayonnaise
2292,Nos plats traditionnels,Trida constantinoise au poulet,our traditional dishes,trida Constantine Chicken,,chicken,1,italian,0,chicken dish,0,,,chicken,bacon grease,potato
2293,Entrées chaudes,Velouté de volaille,hot appetizers,Chicken veloutÃ©,,chicken,1,italian,0,chicken dish,0,starter,1,chicken,bacon grease,potato
2294,Pizzas,3 fromages,Pizzas,3 cheeses,3,pizza cheese,0,italian,0,pizza,0,main course,1,cheese,mozzarella cheese,oregano
2295,Suppléments,bordure au fromage,supplements,edge cheese,,cheese,1,american,1,american dish,1,dessert,1,cheese,cheddar cheese,mustard
2296,Suppléments,calamar,supplements,squid,,squid,0,Italian,0,seafood dish,0,,,squid,rosemary,tomato
2297,Suppléments,câpres,supplements,capers,,capers,0,Italian,0,other Italian dish,1,,,basil,italian bread,black pepper
2298,Pizzas,Chicken,Pizzas,chicken,,pizza chicken,0,italian,0,pizza,0,main course,1,chicken,bay leaf,celery
2299,Pizzas,Cippola,Pizzas,cippola,,cipolla pizza,1,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
2300,Suppléments,crevette,supplements,shrimp,,shrimp,0,Italian,0,seafood dish,0,,,shrimp,cloves,white wine
2301,Pizzas,Fumato,Pizzas,smoked,,smoked pizza,0,italian,0,pizza,0,main course,1,pizza sauce,barbecue sauce,steak sauce
2302,Pizzas,Gamberetti,Pizzas,Shrimps,,pizza shrimp,0,italian,0,pizza,0,main course,1,shrimp,mayonnaise,seafood sauce
2303,Pizzas,Liverpool,Pizzas,liverpool,,liverpool pizza,0,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
2304,Suppléments,maïs,supplements,corn,,corn,0,Italian,0,corn dish,0,,,corn,black pepper,cream cheese
2305,Pizzas,Marguerite,Pizzas,daisy,,daisy pizza,0,italian,0,pizza,0,main course,1,celery,cheddar cheese,lemon juice
2306,Pizzas,Merguez,Pizzas,merguez,,pizza merguez,0,italian,0,pizza,0,main course,1,harissa,cilantro,cinnamon
2307,Suppléments,merguez,supplements,merguez,,merguez,0,morocco,0,main course,0,main course,1,harissa,cilantro,cinnamon
2308,Pizzas,Mushroom,Pizzas,mushroom,,pizza mushrooms,0,italian,0,pizza,0,main course,1,mushroom,raisin bread,olives
2309,Pizzas,Napolitaine,Pizzas,Neapolitan,,neapolitan pizza,0,italian,0,pizza,0,main course,1,cornmeal,pizza dough,cherry
2310,Suppléments,oignon,supplements,onion,,onions,0,Italian,0,other Italian dish,1,,,onion,beef broth,onions
2311,Pizzas,Pescatore,Pizzas,fisherman,,fisherman pizza,0,italian,0,pizza,0,main course,1,red pepper,pizza dough,parmesan cheese
2312,Suppléments,poivron,supplements,pepper,,pepper,0,Italian,0,other Italian dish,1,,,cracked black pepper,,
2313,Suppléments,poulet,supplements,chicken,,chicken,0,Italian,0,chicken dish,0,,,chicken,bacon grease,potato
2314,Pizzas,Saumon,Pizzas,salmon,,pizza salmon,0,italian,0,pizza,0,main course,1,salmon,cucumber,lemon juice
2315,Pizzas,Sea food,Pizzas,sea â€‹â€‹food,,sea â€‹â€‹food,0,italian,0,pizza,0,,,bay leaves,seabass,blue crabs
2316,Pizzas,Smoked chicken,Pizzas,smoked chicken,,smoked chicken,0,italian,0,pizza,0,,,chicken,garlic powder,sprite
2317,Suppléments,thon,supplements,tuna,,tuna,0,Italian,0,other Italian dish,1,,,tuna,bread crumbs,coriander
2318,Pizzas,Tuna,Pizzas,tuna,,pizza tuna,0,italian,0,pizza,0,main course,1,tuna,basil,mozzarella cheese
2319,Pizzas,Végétarienne,Pizzas,Vegetarian,,pizza vegetarian,0,italian,0,pizza,0,main course,1,feta cheese,spinach,kalamata olive
2320,Pizzas,Viande,Pizzas,meat,,pizza meat,0,italian,0,pizza,0,main course,1,meat,ground beef,oregano
2321,Suppléments,viande,supplements,meat,,meat,0,Italian,0,other Italian dish,1,,,meat,celery,ground beef
2322,Suppléments,viande fumée,supplements,smoked meat,,smoked meat,0,Italian,0,smoked dish,0,,,meat,,
2323,Algérien,Algérien  Viande,Algerian,Algerian meat,,algerian meat,0,American,0,other American dish,1,,,meat,celery,chicken broth
2324,Algérien,Algérien 3 Fromages,Algerian,Algerian 3 Cheeses,3,cheese,1,American,0,other American dish,1,,,cheese,cheddar cheese,mustard
2325,Algérien,Algérien Chich Kebab,Algerian,Algerian Chich Kebab,,kebab,1,indian,0,north indian dish,0,starter,1,black pepper,lamb,mint
2326,Algérien,Algérien Escalope,Algerian,Algerian escalope,,escalope,1,American,0,other American dish,1,,,capers,cherry tomato,parsley
2327,Algérien,Algérien Foie,Algerian,Algerian Liver,,algerian liver,0,American,0,other American dish,1,,,liver,celery,chicken broth
2328,Algérien,Algérien Pâté de Volaille,Algerian,Algeria Poultry pÃ¢tÃ©,,algerian poultry pÃ¢tÃ©,0,American,0,other American dish,1,,,poultry,celery,chicken broth
2329,Algérien,Algérien Poulet,Algerian,Algerian Chicken,,chicken,1,American,0,chicken dish,0,,,chicken,bacon grease,potato
2330,Hamburger,Big Bob,hamburger,Big Bob, big,bob,0,american,0,american dish,0,,,hamburger,beef broth,black pepper
2331,Hamburger,Cheese Burger,hamburger,cheese burger,,burger cheese,0,american,0,american dish,0,fast food,1,cheese,hamburger,cajun seasoning
2332,Hamburger,Chicken Burger,hamburger,Chicken Burger,,burger chicken,0,american,0,american dish,0,fast food,1,chicken,hamburger,coriander
2333,Hamburger,Fish Burger,hamburger,Fish Burger,,fish burger,0,american,0,american dish,0,fast food,1,fish,hamburger,carrot
2334,Hamburger,Hamburger,hamburger,hamburger,,hamburger,0,american,0,american dish,0,,,hamburger,black pepper,cayenne
2335,Panini,Panini au 3 Fromages,sandwiches,3 cheese panini,3,cheese panini,1,american,0,american dish,0,,,cheese,pesto,mayonnaise
2336,Panini,Panini Crevettes,sandwiches,shrimp panini,,shrimp panini,0,american,0,american dish,0,,,shrimp,baguette,lemon juice
2337,Panini,Panini Escalope,sandwiches,Panini escalope,,panini escalope,0,american,0,american dish,0,,,challah,,
2338,Panini,Panini Poulet,sandwiches,chicken panini,,panini chicken,0,american,0,american dish,0,,,chicken,salad greens,mayonnaise
2339,Panini,Panini Saumon,sandwiches,salmon panini,,salmon,1,american,0,american dish,0,starter,1,salmon,cucumber,lettuce
2340,Panini,Panini Thon,sandwiches,Panini Thon,,panini thon,0,american,0,american dish,0,,,challah,,
2341,Panini,Panini Viande,sandwiches,Panini Meat,,panini,1,american,0,american dish,0,,,challah,,
2342,Sandwich,Sandwich 3 Fromages,sandwich,3 cheese sandwich,3,cheese sandwich,0,american,0,american dish,0,fast food,1,cheese,bread crumbs,cheddar cheese
2343,Sandwich,Sandwich Au Pâté de Volaille,sandwich,In Poultry Sandwich PÃ¢tÃ©,,sandwich pate,0,american,0,american dish,0,fast food,1,cream cheese,pesto,spring onion
2344,Sandwich,Sandwich Chich Kebab,sandwich,Chich Kebab Sandwich,,kebab sandwich,1,indian,0,north indian dish,0,starter,1,lamb,ground lamb,onions
